"geoid20","census_tract","geoid10","race_ethnicity","cnty","county2","count","moe","opp_class","opp_index"
"53033000602","Census Tract 6.02; King County; Washington","53033000600","Asian",33,"King",496,156,2,"Low"
"53033000602","Census Tract 6.02; King County; Washington","53033000600","Black/African American",33,"King",268,168,2,"Low"
"53033000602","Census Tract 6.02; King County; Washington","53033000600","Hispanic/Latinx",33,"King",576,320,2,"Low"
"53033000602","Census Tract 6.02; King County; Washington","53033000600","NHOPI",33,"King",0,13,2,"Low"
"53033000602","Census Tract 6.02; King County; Washington","53033000600","Other or Multiple Races",33,"King",788,269.801779089761,2,"Low"
"53033000602","Census Tract 6.02; King County; Washington","53033000600","White",33,"King",1882,359,2,"Low"
"53033000700","Census Tract 7; King County; Washington","53033000700","AIAN",33,"King",43,67,4,"High"
"53033000700","Census Tract 7; King County; Washington","53033000700","Asian",33,"King",984,271,4,"High"
"53033000700","Census Tract 7; King County; Washington","53033000700","Black/African American",33,"King",327,236,4,"High"
"53033000700","Census Tract 7; King County; Washington","53033000700","Hispanic/Latinx",33,"King",494,265,4,"High"
"53033000700","Census Tract 7; King County; Washington","53033000700","NHOPI",33,"King",0,18,4,"High"
"53033000700","Census Tract 7; King County; Washington","53033000700","Other or Multiple Races",33,"King",508,271.311628943545,4,"High"
"53033000700","Census Tract 7; King County; Washington","53033000700","White",33,"King",3406,524,4,"High"
"53033000800","Census Tract 8; King County; Washington","53033000800","AIAN",33,"King",0,13,5,"Very High"
"53033000800","Census Tract 8; King County; Washington","53033000800","Asian",33,"King",190,105,5,"Very High"
"53033000800","Census Tract 8; King County; Washington","53033000800","Black/African American",33,"King",20,29,5,"Very High"
"53033000800","Census Tract 8; King County; Washington","53033000800","Hispanic/Latinx",33,"King",113,88,5,"Very High"
"53033000800","Census Tract 8; King County; Washington","53033000800","NHOPI",33,"King",11,21,5,"Very High"
"53033000800","Census Tract 8; King County; Washington","53033000800","Other or Multiple Races",33,"King",208,81.9206933564408,5,"Very High"
"53033000800","Census Tract 8; King County; Washington","53033000800","White",33,"King",2198,258,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","AIAN",33,"King",0,13,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","Asian",33,"King",312,69,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","Black/African American",33,"King",87,89,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","Hispanic/Latinx",33,"King",53,35,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","NHOPI",33,"King",0,13,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","Other or Multiple Races",33,"King",202,62.393909959226,5,"Very High"
"53033000900","Census Tract 9; King County; Washington","53033000900","White",33,"King",1516,230,5,"Very High"
"53033001000","Census Tract 10; King County; Washington","53033001000","AIAN",33,"King",3,5,4,"High"
"53033001000","Census Tract 10; King County; Washington","53033001000","Asian",33,"King",181,73,4,"High"
"53033001000","Census Tract 10; King County; Washington","53033001000","Black/African American",33,"King",161,99,4,"High"
"53033001000","Census Tract 10; King County; Washington","53033001000","Hispanic/Latinx",33,"King",95,56,4,"High"
"53033001000","Census Tract 10; King County; Washington","53033001000","NHOPI",33,"King",0,13,4,"High"
"53033001000","Census Tract 10; King County; Washington","53033001000","Other or Multiple Races",33,"King",527,128.417288555708,4,"High"
"53033001000","Census Tract 10; King County; Washington","53033001000","White",33,"King",1347,235,4,"High"
"53033001100","Census Tract 11; King County; Washington","53033001100","AIAN",33,"King",0,13,5,"Very High"
"53033001100","Census Tract 11; King County; Washington","53033001100","Asian",33,"King",524,328,5,"Very High"
"53033001100","Census Tract 11; King County; Washington","53033001100","Black/African American",33,"King",11,18,5,"Very High"
"53033001100","Census Tract 11; King County; Washington","53033001100","Hispanic/Latinx",33,"King",165,93,5,"Very High"
"53033001100","Census Tract 11; King County; Washington","53033001100","NHOPI",33,"King",40,58,5,"Very High"
"53033001100","Census Tract 11; King County; Washington","53033001100","Other or Multiple Races",33,"King",184,99.1866926558195,5,"Very High"
"53033001100","Census Tract 11; King County; Washington","53033001100","White",33,"King",1698,232,5,"Very High"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","AIAN",33,"King",7,16,2,"Low"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","Asian",33,"King",431,189,2,"Low"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","Black/African American",33,"King",366,241,2,"Low"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","Hispanic/Latinx",33,"King",427,270,2,"Low"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","NHOPI",33,"King",0,13,2,"Low"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","Other or Multiple Races",33,"King",550,253.810953270343,2,"Low"
"53033001201","Census Tract 12.01; King County; Washington","53033001200","White",33,"King",2674,594,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","AIAN",33,"King",15,26,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","Asian",33,"King",564,174,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","Black/African American",33,"King",554,420,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","Hispanic/Latinx",33,"King",373,220,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","NHOPI",33,"King",0,13,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","Other or Multiple Races",33,"King",631,193.520024803636,2,"Low"
"53033001202","Census Tract 12.02; King County; Washington","53033001200","White",33,"King",1724,396,2,"Low"
"53033001300","Census Tract 13; King County; Washington","53033001300","AIAN",33,"King",185,160,4,"High"
"53033001300","Census Tract 13; King County; Washington","53033001300","Asian",33,"King",844,341,4,"High"
"53033001300","Census Tract 13; King County; Washington","53033001300","Black/African American",33,"King",334,190,4,"High"
"53033001300","Census Tract 13; King County; Washington","53033001300","Hispanic/Latinx",33,"King",693,328,4,"High"
"53033001300","Census Tract 13; King County; Washington","53033001300","NHOPI",33,"King",0,13,4,"High"
"53033001300","Census Tract 13; King County; Washington","53033001300","Other or Multiple Races",33,"King",572,190.394327646598,4,"High"
"53033001300","Census Tract 13; King County; Washington","53033001300","White",33,"King",2540,429,4,"High"
"53033001400","Census Tract 14; King County; Washington","53033001400","AIAN",33,"King",34,55,5,"Very High"
"53033001400","Census Tract 14; King County; Washington","53033001400","Asian",33,"King",328,123,5,"Very High"
"53033001400","Census Tract 14; King County; Washington","53033001400","Black/African American",33,"King",15,22,5,"Very High"
"53033001400","Census Tract 14; King County; Washington","53033001400","Hispanic/Latinx",33,"King",319,168,5,"Very High"
"53033001400","Census Tract 14; King County; Washington","53033001400","NHOPI",33,"King",16,34,5,"Very High"
"53033001400","Census Tract 14; King County; Washington","53033001400","Other or Multiple Races",33,"King",980,415.155392594147,5,"Very High"
"53033001400","Census Tract 14; King County; Washington","53033001400","White",33,"King",3999,620,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","AIAN",33,"King",0,13,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","Asian",33,"King",137,75,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","Black/African American",33,"King",59,73,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","Hispanic/Latinx",33,"King",20,21,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","NHOPI",33,"King",0,13,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","Other or Multiple Races",33,"King",599,190.803563908015,5,"Very High"
"53033001500","Census Tract 15; King County; Washington","53033001500","White",33,"King",2153,299,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","AIAN",33,"King",0,13,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","Asian",33,"King",517,156,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","Black/African American",33,"King",25,27,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","Hispanic/Latinx",33,"King",194,124,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","NHOPI",33,"King",0,13,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","Other or Multiple Races",33,"King",626,209.016745740622,5,"Very High"
"53033001600","Census Tract 16; King County; Washington","53033001600","White",33,"King",3729,425,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","AIAN",33,"King",0,13,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","Asian",33,"King",550,281,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","Black/African American",33,"King",297,224,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","Hispanic/Latinx",33,"King",544,375,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","NHOPI",33,"King",0,13,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","Other or Multiple Races",33,"King",846,466.530813558976,5,"Very High"
"53033001701","Census Tract 17.01; King County; Washington","53033001701","White",33,"King",2257,485,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","AIAN",33,"King",28,38,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","Asian",33,"King",526,212,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","Black/African American",33,"King",222,196,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","Hispanic/Latinx",33,"King",677,264,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","NHOPI",33,"King",0,18,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","Other or Multiple Races",33,"King",668,319.139467944659,5,"Very High"
"53033001702","Census Tract 17.02; King County; Washington","53033001702","White",33,"King",3637,512,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","AIAN",33,"King",0,13,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","Asian",33,"King",989,576,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","Black/African American",33,"King",82,90,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","Hispanic/Latinx",33,"King",321,160,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","NHOPI",33,"King",89,65,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","Other or Multiple Races",33,"King",665,187.320580823357,5,"Very High"
"53033001800","Census Tract 18; King County; Washington","53033001800","White",33,"King",2815,464,5,"Very High"
"53033001900","Census Tract 19; King County; Washington","53033001900","AIAN",33,"King",15,18,4,"High"
"53033001900","Census Tract 19; King County; Washington","53033001900","Asian",33,"King",829,172,4,"High"
"53033001900","Census Tract 19; King County; Washington","53033001900","Black/African American",33,"King",208,153,4,"High"
"53033001900","Census Tract 19; King County; Washington","53033001900","Hispanic/Latinx",33,"King",189,94,4,"High"
"53033001900","Census Tract 19; King County; Washington","53033001900","NHOPI",33,"King",0,18,4,"High"
"53033001900","Census Tract 19; King County; Washington","53033001900","Other or Multiple Races",33,"King",770,198.698263706556,4,"High"
"53033001900","Census Tract 19; King County; Washington","53033001900","White",33,"King",3387,390,4,"High"
"53033002000","Census Tract 20; King County; Washington","53033002000","AIAN",33,"King",3,5,5,"Very High"
"53033002000","Census Tract 20; King County; Washington","53033002000","Asian",33,"King",552,183,5,"Very High"
"53033002000","Census Tract 20; King County; Washington","53033002000","Black/African American",33,"King",81,50,5,"Very High"
"53033002000","Census Tract 20; King County; Washington","53033002000","Hispanic/Latinx",33,"King",143,87,5,"Very High"
"53033002000","Census Tract 20; King County; Washington","53033002000","NHOPI",33,"King",0,13,5,"Very High"
"53033002000","Census Tract 20; King County; Washington","53033002000","Other or Multiple Races",33,"King",598,160.508566749566,5,"Very High"
"53033002000","Census Tract 20; King County; Washington","53033002000","White",33,"King",3158,444,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","AIAN",33,"King",0,13,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","Asian",33,"King",514,170,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","Black/African American",33,"King",111,74,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","Hispanic/Latinx",33,"King",306,163,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","NHOPI",33,"King",0,13,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","Other or Multiple Races",33,"King",674,198.206962541683,5,"Very High"
"53033002100","Census Tract 21; King County; Washington","53033002100","White",33,"King",3502,526,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","AIAN",33,"King",12,21,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","Asian",33,"King",883,314,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","Black/African American",33,"King",32,39,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","Hispanic/Latinx",33,"King",384,222,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","NHOPI",33,"King",0,18,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","Other or Multiple Races",33,"King",1055,308.813859792594,5,"Very High"
"53033002200","Census Tract 22; King County; Washington","53033002200","White",33,"King",4105,677,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","AIAN",33,"King",0,13,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","Asian",33,"King",346,182,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","Black/African American",33,"King",7,12,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","Hispanic/Latinx",33,"King",112,91,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","NHOPI",33,"King",12,21,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","Other or Multiple Races",33,"King",356,115.857671304062,5,"Very High"
"53033002400","Census Tract 24; King County; Washington","53033002400","White",33,"King",2488,355,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","AIAN",33,"King",13,21,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","Asian",33,"King",436,112,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","Black/African American",33,"King",0,13,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","Hispanic/Latinx",33,"King",116,95,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","NHOPI",33,"King",0,13,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","Other or Multiple Races",33,"King",366,143.79151574415,5,"Very High"
"53033002500","Census Tract 25; King County; Washington","53033002500","White",33,"King",2570,464,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","AIAN",33,"King",0,18,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","Asian",33,"King",719,227,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","Black/African American",33,"King",24,27,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","Hispanic/Latinx",33,"King",190,130,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","NHOPI",33,"King",0,18,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","Other or Multiple Races",33,"King",508,174.430501919819,5,"Very High"
"53033002600","Census Tract 26; King County; Washington","53033002600","White",33,"King",4472,662,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","AIAN",33,"King",0,18,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","Asian",33,"King",910,299,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","Black/African American",33,"King",2,4,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","Hispanic/Latinx",33,"King",316,276,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","NHOPI",33,"King",0,18,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","Other or Multiple Races",33,"King",870,288.53076092507,5,"Very High"
"53033002700","Census Tract 27; King County; Washington","53033002700","White",33,"King",4439,710,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","AIAN",33,"King",0,13,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","Asian",33,"King",367,189,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","Black/African American",33,"King",241,203,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","Hispanic/Latinx",33,"King",344,332,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","NHOPI",33,"King",0,13,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","Other or Multiple Races",33,"King",843,265.911639459426,5,"Very High"
"53033002800","Census Tract 28; King County; Washington","53033002800","White",33,"King",3575,553,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","AIAN",33,"King",0,13,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","Asian",33,"King",110,60,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","Black/African American",33,"King",4,12,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","Hispanic/Latinx",33,"King",269,173,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","NHOPI",33,"King",0,13,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","Other or Multiple Races",33,"King",486,258.449221318231,5,"Very High"
"53033002900","Census Tract 29; King County; Washington","53033002900","White",33,"King",3864,586,5,"Very High"
"53033003000","Census Tract 30; King County; Washington","53033003000","AIAN",33,"King",0,18,4,"High"
"53033003000","Census Tract 30; King County; Washington","53033003000","Asian",33,"King",499,222,4,"High"
"53033003000","Census Tract 30; King County; Washington","53033003000","Black/African American",33,"King",99,121,4,"High"
"53033003000","Census Tract 30; King County; Washington","53033003000","Hispanic/Latinx",33,"King",257,129,4,"High"
"53033003000","Census Tract 30; King County; Washington","53033003000","NHOPI",33,"King",0,18,4,"High"
"53033003000","Census Tract 30; King County; Washington","53033003000","Other or Multiple Races",33,"King",564,220.090890315797,4,"High"
"53033003000","Census Tract 30; King County; Washington","53033003000","White",33,"King",5248,517,4,"High"
"53033003100","Census Tract 31; King County; Washington","53033003100","AIAN",33,"King",0,18,5,"Very High"
"53033003100","Census Tract 31; King County; Washington","53033003100","Asian",33,"King",382,141,5,"Very High"
"53033003100","Census Tract 31; King County; Washington","53033003100","Black/African American",33,"King",47,53,5,"Very High"
"53033003100","Census Tract 31; King County; Washington","53033003100","Hispanic/Latinx",33,"King",263,159,5,"Very High"
"53033003100","Census Tract 31; King County; Washington","53033003100","NHOPI",33,"King",0,18,5,"Very High"
"53033003100","Census Tract 31; King County; Washington","53033003100","Other or Multiple Races",33,"King",1302,491.935971443439,5,"Very High"
"53033003100","Census Tract 31; King County; Washington","53033003100","White",33,"King",5386,791,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","AIAN",33,"King",0,13,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","Asian",33,"King",582,426,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","Black/African American",33,"King",50,59,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","Hispanic/Latinx",33,"King",376,346,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","NHOPI",33,"King",0,13,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","Other or Multiple Races",33,"King",172,90.3935838431025,5,"Very High"
"53033003201","Census Tract 32.01; King County; Washington","53033003200","White",33,"King",3403,381,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","AIAN",33,"King",21,37,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","Asian",33,"King",399,216,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","Black/African American",33,"King",0,13,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","Hispanic/Latinx",33,"King",141,120,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","NHOPI",33,"King",0,13,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","Other or Multiple Races",33,"King",953,423.465464943719,5,"Very High"
"53033003202","Census Tract 32.02; King County; Washington","53033003200","White",33,"King",3766,825,5,"Very High"
"53033003301","Census Tract 33.01; King County; Washington","53033003300","AIAN",33,"King",0,13,5,"Very High"
"53033003301","Census Tract 33.01; King County; Washington","53033003300","Asian",33,"King",540,184,5,"Very High"
"53033003301","Census Tract 33.01; King County; Washington","53033003300","Black/African American",33,"King",1,3,5,"Very High"
